video_code,points
C000448,"[1193.6492462168612, 455.58200959708444, 1074.5478501063303, 397.36165896576034, 1207.3587594382172, 371.6762101578233, 1314.4643314800617, 353.69639599226724, 1430.1383492852533, 393.9369324580354]"
C000451,"[1094.3242408640233, 390.8957697963281, 1201.9104818145431, 459.2875058051206, 1284.6691286995585, 442.0016824182829, 1381.7079888585235, 424.2586533831116, 1451.6766630431273, 414.4884053818556, 1370.4227188287489, 375.4074133768313, 1340.328665416016, 359.62470506710997, 1229.747481221321, 372.10683133237416, 1138.7129696478041, 384.1317519493047]"
C000454,"[486.59747757303796, 469.0300739701883, 607.6040595852919, 388.9265776919566, 697.010196613454, 398.9395147267356, 804.9141550957186, 415.8844850932845, 920.5255391838593, 438.22103694009917, 999.9120229243825, 449.00419990063045, 990.6631121973313, 472.1109776731972, 965.9993502585281, 553.7549258029335, 818.016778625708, 526.7970184016054, 676.9708900381762, 498.298659148773]"
C000456,"[766.9330952653876, 430.2170443681138, 885.6274495958788, 373.9905517882011, 965.7846758969895, 396.3271036350157, 1065.981208773378, 422.5147851105915, 1179.280365179756, 461.79630732395515, 1260.2083340414545, 486.4435369480264, 1249.417938193228, 501.07782953731885, 1204.714869679147, 589.6538109988251, 1069.0641790157288, 536.5082221219213, 921.8523499434962, 482.5924073192653]"
C000457,"[814.7247086720143, 505.3966445179036, 995.6759074035912, 540.0416827564251, 1117.2309894470316, 567.1558680942451, 1262.0720918268066, 605.0207345848938, 1343.681319954354, 626.3140906494888, 1327.021486374796, 710.737804087701, 1285.7249419706231, 786.809022645278, 1222.268885306085, 890.4938716727529, 1040.9693622215646, 819.6747018426358, 845.5762523378621, 740.5916612739941, 675.4290493790984, 671.4403771218995, 532.2778867695647, 612.898386051606, 688.2333796420387, 551.6140058891878]"
C000458,"[821.041970739343, 510.3738613999584, 999.4651098179356, 548.4185150995061, 1121.0201918613757, 575.5327004373262, 1265.8612942411512, 613.3975669279748, 1360.0440857400176, 636.273101112481, 1343.431716073792, 713.302036731288, 1293.5946070751147, 796.256275090003, 1230.7049219101177, 899.3565427644062, 1044.7585646359091, 828.0515341857167, 849.3654547522066, 748.9684936170748, 679.2182517934427, 679.8172094649802, 536.067089183909, 621.275218394687, 692.022582056383, 559.9908382322687]"
C000459,"[811.1137225186437, 476.9856164953389, 893.872369403659, 585.2099020477139, 1011.9915290486352, 731.763622066555, 1159.452390771026, 915.1436614747458, 1209.1075789020351, 818.1927390007431, 1242.9633889913596, 755.0619057618579, 1261.0198210389992, 731.763622066555, 1288.8568204457772, 691.1795149844144, 1228.6687136203116, 642.3282749781339, 1145.1577153999779, 579.9489992778067, 1048.856744479233, 510.8057057304561, 975.8786649533558, 461.20290818561756, 922.4617201457552, 424.37658879626775, 872.0541806794275, 446.1717574144543, 847.9789379492414, 455.1904478771523]"
C000460,"[807.5029035902618, 476.3940917138998, 924.1419444258526, 423.5052448122468, 982.8787247238267, 463.3550759162064, 1103.105802191029, 550.0127202371846, 1224.8918887483346, 640.5070388392189, 1288.0927787165183, 689.8014980873616, 1298.8831745647446, 700.5846610478927, 1227.974858990685, 819.1994536137361, 1172.4813946283778, 930.1119869220568, 1047.6210998131855, 779.1477054746201, 942.8001115732715, 651.2902017997502, 868.8088257568613, 555.7821870064738]"
C000461,"[589.8000188241484, 649.7497499482456, 726.992194608742, 797.6331276926734, 888.848132332139, 965.5423795066594, 1009.0839717838054, 1078.4571373469191, 1377.4989157446803, 1078.4571373469191, 1560.9356451645303, 883.8984313769231, 1291.1757489588688, 749.8791202960354, 1095.4071385696172, 652.8306536512546, 1009.0839717838054, 615.8598092151476, 933.5512008462202, 577.3485129275363]"
C000463,"[585.9457297725351, 649.7052386494039, 686.6024189503862, 758.9052304799071, 808.9057079514312, 886.4854189551481, 940.9499668729131, 1015.1467954683152, 1008.0544263248139, 1076.7745136300844, 1324.1157190854144, 1077.85570166801, 1379.2936132925872, 1023.7962997717212, 1530.8198120549437, 863.780470158707, 1346.8446488997677, 776.2042390867194, 1168.2392650164477, 688.6280080147318, 1031.865686130327, 624.8379137771111, 925.7973469966774, 577.265640108377, 809.9880379425906, 603.2141530185957]"
C000469,"[891.2889047351675, 342.59491560971355, 987.4428824937263, 323.08091858628245, 1071.7704351803768, 311.78334136219075, 1118.0477506791485, 305.10750027522744, 1196.2049946326295, 333.8649695729154, 1303.157012674235, 374.94706856961244, 1234.7694242149391, 403.7045378673003, 1181.807607588567, 426.29969231548375, 1126.2748289900412, 447.3542680512909, 993.6131912268959, 389.3258032184564]"
C000471,"[1418.592280171174, 532.4736952922913, 1465.264231703008, 516.3968992500907, 1523.738285921053, 496.56885079804323, 1572.5560743049248, 477.8125887488092, 1646.5874457002476, 461.19989950520187, 1593.4779836122989, 439.76417144893435, 1532.3216333292062, 411.36183177437994, 1440.0506486915574, 371.1698416688784, 1379.967216834484, 378.13645328716535, 1320.9567034034296, 381.8877056970121, 1260.8732715463561, 385.10306490545224, 1220.638830570637, 388.31842411389243, 1182.5502264469565, 392.0696765237392, 1168.0658276956979, 392.60556972514587, 1239.9513622389823, 430.11809382361395, 1343.4879903498322, 487.45866637412956]"
C000477,"[719.8344390342203, 440.09948444485894, 620.2846782564189, 478.38336996959436, 769.3756345386661, 493.7902995100366, 884.815967459403, 512.4653656196637, 995.5826026910412, 527.4054185073652, 1139.8561308926921, 552.9397064237519, 1220.32501284413, 565.6671699571607, 1245.8068254620853, 501.35998578835824, 980.2595150223406, 469.20639370395696, 829.3803613633947, 449.7802651529646]"
C000478,"[1231.9676127895953, 562.4877525984274, 1256.7600502506457, 497.98023452255694, 1158.7434370325393, 485.88507488333124, 984.6198064921383, 463.42263555334057, 874.4952587000304, 450.17555594847437, 777.6317821080194, 441.5361562061703, 719.9749508032509, 440.38423624052973, 643.2913651679088, 478.39759510666767, 728.0469071859185, 487.6129548317921, 880.2609418305072, 508.92347419614214, 1025.5561567185239, 529.658033577672]"
C000481,"[943.3027335962448, 447.6473615049941, 1063.881125297061, 411.01883970255466, 1164.2489342980248, 381.57909320713617, 1376.914885668917, 450.2881872718503, 1402.1952416561905, 459.53089838087703, 1336.2644389753311, 503.21498541146553, 1234.4816604723276, 576.6052390952158]"
C000488,"[1431.6178912983648, 435.4953577993254, 1342.52296940652, 631.438300393561, 980.1465082502666, 503.9470408016785, 729.9953814000867, 417.52679101120776, 909.8985890663118, 337.0960634834429]"
C000491,"[809.3941164425387, 417.0966297218915, 1178.7097013230607, 507.1961574737387, 1089.272106654709, 717.4283888947155, 763.1332916140808, 612.6973139011153, 580.4030335416721, 545.7002291625622]"
C000492,"[1236.415137374806, 533.1033055269158, 1085.396047525635, 489.7638726439641, 924.3514177607512, 439.901878503162, 1028.5433069074977, 392.5245572861264, 1134.0133415142227, 343.4733272776951, 1238.96133929478, 365.3098908284424, 1341.997450025965, 386.3897582700823, 1385.7205282720208, 394.9688318231102, 1320.4102376117028, 451.7223210890638]"
C000493,"[582.4915507005467, 466.2712085177622, 682.7233378288722, 396.19379804410335, 1076.2161501485664, 444.8480392664354, 1052.3147239871964, 548.8090328262591, 778.3290424743518, 501.69495447147995]"
C000495,"[1079.583920115549, 553.7731914913616, 989.0353273811392, 597.8492241750367, 1153.2301088728693, 648.5668508247451, 1349.4187264640912, 707.1336339797655, 1385.0345062729589, 629.8496314659242, 1230.4982413395658, 590.6038489393641]"
C000501,"[798.2294009986447, 313.86145785854177, 893.0516917396156, 302.15932516479273, 968.6534562816972, 294.91455464166984, 1035.4278616416145, 311.85513922287794, 950.1768292752193, 319.3788341066172, 840.5378912193672, 333.4023980457603]"
C000505,"[829.0128068717443, 315.3775823136543, 775.3642929412673, 291.767387898878, 839.3848528983028, 285.685974185981, 920.9305940726277, 278.1736395994613, 982.0898999533713, 270.30357479453585, 1041.8185787959683, 288.90554615163234, 997.4691406134413, 292.8405785540951, 915.9233994391166, 303.21475488786047]"
C000515,"[1229.9843188127159, 350.7328038480637, 1070.055237490788, 327.2409131126207, 1006.8543475226043, 318.3833149664701, 1097.8019696719416, 273.32509830996474, 1179.1153098139341, 236.35425387385777, 1251.5651105091688, 242.51606127987563, 1319.0050845605842, 249.06298164876955, 1286.633897015905, 284.1082612704959]"
C000516,"[1053.927448425401, 325.28600664914944, 1130.0008048099762, 289.3488730729141, 1156.7292813775296, 274.97401964242, 1585.9659956332955, 368.5516653735451, 1542.0182120462605, 454.80078595650997, 1255.419041011573, 374.57121841084364]"
C000533,"[1244.1036982953497, 484.15679461625996, 1195.5166370373163, 581.9820060530726, 1066.470300567859, 534.8259780888494, 886.8649085266524, 469.6460354012568, 770.2221008306346, 430.5107109251047, 886.8649085266524, 374.2607534194141, 1002.8931706417683, 406.0558474133617, 1149.9152835958532, 454.54336575413174]"
C000573,"[1214.5819499872591, 468.9033663713513, 1292.382451093141, 492.0827435403266, 1366.8722925774964, 509.4672764170581, 1381.7702608743673, 601.356950194067, 1408.2555378465822, 801.6929957259247, 1273.3461582693615, 740.4332132079185, 1142.5751032190492, 685.7961098810482, 1188.9243379204258, 548.3755166649808]"
C000574,"[1213.6579356285663, 470.75177465404954, 1291.4584367344485, 493.93115182302483, 1370.0283324284583, 513.0510693691805, 1383.8885478088482, 604.5472793627396, 1407.3315234878896, 803.5414040086229, 1272.0828104070345, 744.1021047064509, 1141.6510888603566, 687.6445181637464, 1188.0003235617332, 550.2239249476789]"
C000575,"[1185.1124127072167, 314.28213254026025, 1271.4823460017599, 360.4812221826704, 1544.4730280220124, 326.6018897782363, 1451.9338137778589, 274.2429215168382]"
C000576,"[1307.9602688986022, 270.7656177894648, 1307.9602688986022, 273.1061889124891, 1215.7607034550615, 266.08447554341615, 1128.2413189985027, 259.9989906235531, 1133.0364198932514, 258.29428387731986, 1215.416624413989, 263.9618109615831]"
C000585,"[1295.8002043223944, 893.1411424859499, 1428.3679247434623, 725.2318906719642, 1474.6124783787186, 637.4261351362101, 905.8044686650663, 455.6528166586842, 620.6297212476527, 549.620379600456]"
C000586,"[1228.5885381562066, 613.1608895651194, 1097.0459972888546, 546.5105212173486, 944.7335815477105, 469.47308247771736, 1069.3528307904648, 437.4462821028144, 1164.54809062868, 413.2097845218069, 1267.5320535445674, 454.7580660892485, 1399.0745944119192, 502.3654720519419, 1322.0529750882722, 549.9728780146353]"
C000588,"[1277.3065825270387, 851.3675347058672, 1378.4045469015061, 710.5944024354602, 1464.4281586064842, 576.6025725981119, 1250.545356663209, 501.41742420267235, 1051.3228974546996, 432.0222181538802, 944.0882344648338, 483.53307891368615, 776.7725432220767, 559.9076693009401, 1011.6766369156927, 697.7067213121131]"
C000590,"[1055.3285254190616, 384.27854362140596, 1140.110207083698, 430.4920991665396, 1295.8002043223944, 404.30441769096393, 1419.119014016411, 387.35944732441493, 1311.2150555341464, 350.38860288830796, 1289.1885881636213, 356.122220940077]"
C000591,"[1061.011309594311, 315.83432281598624, 1141.1685358954217, 358.96697465811104, 1388.5855405561042, 323.12352268062915, 1286.2309285100703, 284.9203167633186]"
C000592,"[779.4026887286991, 515.2169509992849, 1007.54248666263, 803.2814472306184, 1130.8612963566468, 706.2329805858375, 981.3372396026516, 581.4563806139765, 879.5992216050877, 499.8124324842403]"
C000594,"[1198.2504821743646, 559.3733627869384, 1235.4084930033273, 453.3598902056087, 1108.7057675537499, 422.8962486592496, 957.0279856453618, 394.8696984365992, 870.5290096172849, 382.0749689871284, 751.7452045083063, 453.9691630365359, 838.8533282548907, 470.4195294715698, 1023.4250869626885, 513.6779004673998]"
C000596,"[187.68354258972096, 450.18431868549254, 377.43566876712646, 375.4823867559261, 651.0677304442498, 372.18167143907567, 1082.0070272288795, 387.6511344868866, 1054.5880007861674, 509.1974028972853, 672.4353197408673, 481.80669452311105]"
C000597,"[187.68354258972096, 450.18431868549254, 377.43566876712646, 375.4823867559261, 651.0677304442498, 372.18167143907567, 1082.0070272288795, 387.6511344868866, 1054.5880007861674, 509.1974028972853, 672.4353197408673, 481.80669452311105]"
C000598,"[152.22938480269113, 456.3461260915105, 341.9815109800967, 381.64419416194403, 615.61357265722, 378.34347884509356, 1046.5528694418495, 393.8129418929045, 1019.1338429991375, 515.3592103033033, 636.9811619538375, 487.968501929129]"
C000599,"[134.17692056988386, 473.5050867023919, 329.23628305903253, 390.4668848020137, 678.4154792022424, 385.4067524413485, 1028.6260575175568, 396.19729849829554, 999.3132778347768, 517.9763182838409, 457.7982426423748, 490.22919985169136]"
C000601,"[1158.228810730347, 547.7945506050567, 1070.5259777817737, 743.7453115516661, 914.3431988575456, 694.651055126999, 628.4930949542601, 577.9118306950294, 208.74163084383102, 429.5048715710944, 116.12361943344655, 391.9697311983263, 278.2152577504333, 334.79677565929643, 620.781536884785, 410.1470772191532]"
C000602,"[198.1257231375312, 464.0847447867529, 312.15325870717595, 505.1974721867682, 499.35001041620797, 571.2861521676567, 835.5723454175571, 696.784314617306, 1134.6664992506492, 800.6437641711083, 1221.0457747893222, 601.2368879267754, 1004.4515785771196, 550.9967776356413, 668.8014659704563, 473.2143730385696, 364.87146494555594, 405.8979900144192]"
C000603,"[1138.6333010075896, 298.3899531819128, 1329.7774560333155, 287.99190318425764, 1388.3538906379733, 309.94334206819616, 1218.4051560284067, 326.5031994718691]"
C000612,"[758.5736824921004, 289.7448100098905, 660.9462914843369, 315.4190075349648, 927.6829333469954, 411.7561947964983, 1308.370523466536, 551.3481282963647, 1349.4767933645417, 469.19069621612704, 1097.1290304117272, 377.0229998552508]"
C000614,"[1384.6401519587596, 593.1229915927445, 1360.228839312164, 643.4206241185872, 1337.770431677296, 693.71825664443, 1252.3308374142123, 669.3019301755742, 1126.8566904107115, 636.5840527073077, 1047.7640374357425, 618.5159711203546, 1164.9383381394007, 547.2202978312961, 1258.677778702327, 565.7767059476263]"
C000634,"[1395.5013358410931, 401.1790659784322, 1551.9269659755246, 411.78637162481226, 1682.5025979097745, 422.39367727119225, 1756.7384901769622, 462.8340300480159, 1806.450025177311, 489.3522941639659, 1640.7449085094813, 480.7338583262821, 1483.6630116260803, 474.4743452669782]"
C000635,"[1395.5013358410931, 401.1790659784322, 1551.9269659755246, 411.78637162481226, 1682.5025979097745, 422.39367727119225, 1756.7384901769622, 462.8340300480159, 1806.450025177311, 489.3522941639659, 1640.7449085094813, 480.7338583262821, 1483.6630116260803, 474.4743452669782]"
C000642,"[387.0167037946684, 341.7150301964065, 227.94649190275894, 408.81964760485846, 608.2629258055888, 446.9396398917082, 1110.4691884062884, 502.65103085475647, 1156.7294030891396, 382.0693466405954, 684.3512497454171, 346.3403786125267]"
C000763,"[898.904449014956, 473.78340768893315, 996.2382238091619, 448.696048964432, 1100.6187877287405, 420.96791563735184, 1188.7036517958954, 443.4144997592739, 1255.648148486933, 463.2203092786169, 1308.4990669272256, 480.82547329581075, 1234.5077811108158, 516.916059531058, 1140.6974008792959, 564.4500023774813, 993.5956778871473, 508.99373572332075]"
C000765,"[1101.5730790543178, 423.30332777709054, 1223.115572932344, 450.83214621742906, 1309.673570412971, 484.9214018372688, 1259.4505793600456, 506.39844514669693, 1188.432157705902, 544.359580058771, 1147.1423776744232, 565.8158737047261, 1021.415852753207, 518.8113425703668, 904.2629835438912, 472.5977870252331, 996.7520908144037, 446.41010554965743]"
